0.9875548641975308	fpr	tpr
0	0.0	0.0
1	0.0	0.0006666666666666666
2	0.0	0.5746666666666667
3	7.407407407407407e-05	0.5746666666666667
4	7.407407407407407e-05	0.5913333333333334
5	0.0002962962962962963	0.5913333333333334
6	0.0002962962962962963	0.5953333333333334
7	0.00044444444444444447	0.5953333333333334
8	0.00044444444444444447	0.598
9	0.0005925925925925926	0.598
10	0.0005925925925925926	0.5986666666666667
11	0.0006666666666666666	0.5986666666666667
12	0.0006666666666666666	0.5993333333333334
13	0.0007407407407407407	0.5993333333333334
14	0.0007407407407407407	0.6
15	0.0008888888888888889	0.6
16	0.0008888888888888889	0.6026666666666667
17	0.000962962962962963	0.6026666666666667
18	0.000962962962962963	0.6033333333333334
19	0.001037037037037037	0.6033333333333334
20	0.001037037037037037	0.604
21	0.0011111111111111111	0.604
22	0.0011111111111111111	0.6053333333333333
23	0.0013333333333333333	0.6053333333333333
24	0.0013333333333333333	0.6066666666666667
25	0.0014814814814814814	0.6066666666666667
26	0.0014814814814814814	0.608
27	0.0015555555555555555	0.608
28	0.0015555555555555555	0.61
29	0.0016296296296296295	0.61
30	0.0016296296296296295	0.614
31	0.001851851851851852	0.614
32	0.001851851851851852	0.6153333333333333
33	0.002148148148148148	0.6153333333333333
34	0.002148148148148148	0.616
35	0.0022222222222222222	0.616
36	0.0022222222222222222	0.6193333333333333
37	0.0022962962962962963	0.6193333333333333
38	0.0022962962962962963	0.6206666666666667
39	0.0025185185185185185	0.6206666666666667
40	0.0025185185185185185	0.6213333333333333
41	0.0025925925925925925	0.6213333333333333
42	0.0025925925925925925	0.622
43	0.0026666666666666666	0.622
44	0.0026666666666666666	0.6226666666666667
45	0.0028148148148148147	0.6226666666666667
46	0.0028148148148148147	0.624
47	0.002962962962962963	0.624
48	0.002962962962962963	0.6246666666666667
49	0.003185185185185185	0.6246666666666667
50	0.003185185185185185	0.6273333333333333
51	0.0033333333333333335	0.6273333333333333
52	0.0033333333333333335	0.628
53	0.0034814814814814817	0.628
54	0.0034814814814814817	0.6293333333333333
55	0.003703703703703704	0.6293333333333333
56	0.003703703703703704	0.63
57	0.003777777777777778	0.63
58	0.003777777777777778	0.6313333333333333
59	0.003851851851851852	0.6313333333333333
60	0.003851851851851852	0.632
61	0.003925925925925926	0.632
62	0.003925925925925926	0.634
63	0.004	0.634
64	0.004	0.6346666666666667
65	0.004074074074074074	0.6346666666666667
66	0.004074074074074074	0.6353333333333333
67	0.004148148148148148	0.6353333333333333
68	0.004148148148148148	0.636
69	0.004518518518518519	0.636
70	0.004518518518518519	0.64
71	0.0045925925925925926	0.64
72	0.0045925925925925926	0.6426666666666667
73	0.004814814814814815	0.6426666666666667
74	0.004814814814814815	0.6486666666666666
75	0.004962962962962963	0.6486666666666666
76	0.004962962962962963	0.65
77	0.005185185185185185	0.65
78	0.005185185185185185	0.652
79	0.005333333333333333	0.652
80	0.005333333333333333	0.6546666666666666
81	0.005407407407407408	0.6546666666666666
82	0.005407407407407408	0.6553333333333333
83	0.005703703703703704	0.6553333333333333
84	0.005703703703703704	0.656
85	0.005851851851851852	0.656
86	0.005851851851851852	0.6573333333333333
87	0.005925925925925926	0.6573333333333333
88	0.005925925925925926	0.6586666666666666
89	0.006	0.6586666666666666
90	0.006	0.662
91	0.006222222222222222	0.662
92	0.006222222222222222	0.6633333333333333
93	0.00637037037037037	0.6633333333333333
94	0.00637037037037037	0.6646666666666666
95	0.0064444444444444445	0.6646666666666666
96	0.0064444444444444445	0.6653333333333333
97	0.006592592592592593	0.6653333333333333
98	0.006592592592592593	0.666
99	0.006814814814814815	0.666
100	0.006814814814814815	0.6673333333333333
101	0.007037037037037037	0.6673333333333333
102	0.007037037037037037	0.6686666666666666
103	0.00725925925925926	0.6686666666666666
104	0.00725925925925926	0.6713333333333333
105	0.007333333333333333	0.6713333333333333
106	0.007333333333333333	0.672
107	0.007555555555555556	0.672
108	0.007555555555555556	0.6726666666666666
109	0.0077777777777777776	0.6726666666666666
110	0.0077777777777777776	0.6733333333333333
111	0.008074074074074074	0.6733333333333333
112	0.008074074074074074	0.6746666666666666
113	0.008222222222222223	0.6746666666666666
114	0.008222222222222223	0.6766666666666666
115	0.008296296296296296	0.6766666666666666
116	0.008296296296296296	0.678
117	0.00837037037037037	0.678
118	0.00837037037037037	0.6786666666666666
119	0.008444444444444444	0.6786666666666666
120	0.008444444444444444	0.68
121	0.008666666666666666	0.68
122	0.008666666666666666	0.6806666666666666
123	0.008888888888888889	0.6806666666666666
124	0.008888888888888889	0.6813333333333333
125	0.008962962962962963	0.6813333333333333
126	0.008962962962962963	0.682
127	0.009111111111111111	0.682
